Municipios;Distritos;Secciones;Sexo;Nacionalidad;Distribución de la renta por unidad de consumo;Periodo;Total
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32054 Ourense;3205401 Ourense distrito 01;3205401009 Ourense sección 01009;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32054 Ourense;3205401 Ourense distrito 01;3205401010 Ourense sección 01010;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32054 Ourense;3205401 Ourense distrito 01;3205401010 Ourense sección 01010;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32054 Ourense;3205401 Ourense distrito 01;3205401010 Ourense sección 01010;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32054 Ourense;3205401 Ourense distrito 01;3205401010 Ourense sección 01010;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32054 Ourense;3205401 Ourense distrito 01;3205401010 Ourense sección 01010;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32054 Ourense;3205401 Ourense distrito 01;3205401010 Ourense sección 01010;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32054 Ourense;3205401 Ourense distrito 01;3205401010 Ourense sección 01010;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
